TIC_ID,RA,DEC,GAIA_ID,GAIA_PHOT,GAIA_X,GAIA_Y,SIMBAD_ID,SIMBAD_OTYPE
50794137,83.40229026075059,-4.20654975132158,3209848692045675520,False,,,V* V724 Ori,OrionV*
283201557,104.077321931804,-5.6340019764697375,3101177184707222528,True,9.375554523207375,2.369232105959746,,
11286067,84.64412640074,-2.73447208337852,3216109002016118784,False,,,2MASS J05383459-0244040,EmLine*
232283749,92.144299057169,5.758957469033801,3318898701967199232,False,,,,
332974488,85.1668912936312,-6.53053480599224,3016239537801576960,False,,,V* V1189 Ori,OrionV*
50620844,82.31393553623671,-3.5143367090208595,3210750532098784768,False,,,ESO-HA  657,YSO
264744356,82.5628590882507,3.40708741629073,3236017274944520704,False,,,ATO J082.5628+03.4070,YSO
319733038,99.65911518186148,1.61352165981505,3126650296443096064,True,6.11417671810691,-0.4766210053779499,HD  47432,PulsV*
11453330,85.4787229957518,-1.6939206297289198,3216653054112520704,True,12.737335287327667,0.6013872085518099,Haro 5-52,YSO
276661881,84.3319634514948,-1.7038956346295,3217366048747588608,False,,,,
4202571,80.76591337935548,-4.67883277620588,3210191430436256256,True,10.413449355939129,1.52459007577597,Kiso A-0975  69,TTauri*
758391274,100.097243205723,1.32981663998182,3125881252486278144,True,9.040026446176247,-0.4113048509989309,,
40800826,78.36054381713791,-70.0821868710647,4652183922258756608,True,13.638896614582556,1.321022003813736,SV* HV 12568,ClassicalCep
427334205,83.5304884470231,-5.22927209528142,3209524233037903360,True,7.433103954577298,3.5773530843025805,V* WX Ori,TTauri*
302762797,82.95289643607158,13.0922490374731,3341104301358474752,True,17.03117948477631,-0.8993193753196902,UCAC4 516-012837,YSO
302762307,82.95923065334398,12.5238567549063,3341000534950374400,False,,,,
319733041,99.63042127324492,1.61406175098197,3126697158825947136,False,,,,
89105934,89.57718561156919,16.713468776138598,3349729519109981184,False,,,,
365643369,81.5406881722637,11.3936807842048,3339313398781967360,True,14.47161184574532,0.0388124497031105,,
11411879,85.41241257077078,-1.99338496362385,3216627387387974656,False,,,Haro 5-59,TTauri*
427373669,83.6565411319073,-5.7196538215738295,3017244388350754816,True,14.556772670158642,-0.154559269276122,V* V1994 Ori,OrionV*
319854134,99.5963015322833,4.624152179080251,3130884378281225728,False,,,V* V732 Mon,LongPeriodV*
387612500,103.267026025904,16.8173992673564,3358169649538400256,False,,,2MASS J06530408+1649025,Star
199953881,85.7127736082866,1.82261286902581,3222971638199964672,True,11.91603386806833,1.3374969720373469,,
427333791,83.5045404648277,-6.04075336557111,3017211128124211200,True,11.61715554161218,0.947035675814035,V* V1416 Ori,TTauri*
302762116,82.9491823385468,12.3022765277791,3340975864658267136,False,,,V* HM Ori,OrionV*
385814322,95.48208654787248,15.4966659557607,3368823294439758848,False,,,,
36344092,102.172646822,-4.94430848843666,3102176507638784000,False,,,2MASS J06484143-0456395,EclBin
72781151,85.7025020993363,-3.41321661472412,3216139169866218496,False,,,CVSO 1928,TTauri*
302762311,82.9547981524809,12.5335944611954,3341000706749064704,False,,,Haro 6-56,OrionV*
437936921,94.3327778409497,15.0597444577481,3344965232145190400,False,,,,
71966612,91.87637112657758,-6.33002131872553,3019964202159325184,True,13.412076806634316,0.3734580152484422,2MASS J06073033-0619481,YSO
264484033,81.41644029344438,1.67252332940106,3222264136827632128,False,,,CVSO 223,TTauri*
319733008,99.67020886009128,1.5985522480659602,3126649987205453824,False,,,,
200639477,85.8467697053006,9.09221599962556,3336149455290092544,False,,,V* V1022 Ori,YSO
307375164,98.7272730411656,15.3293098234061,3356940155020794880,False,,,,
427347964,83.4897593648535,-0.8792967260750078,3217670274168379392,False,,,ATO J083.4897-00.8793,YSO
427380721,83.8341940537947,-2.78990233483277,3216845945389072896,True,9.265712063032012,1.947406648091808,Haro 5-4,OrionV*
220338658,100.326150939231,9.56488265394736,3326696124896221184,True,10.553139215625286,2.048151155566209,EM* LkHA   68,TTauri*
438072897,95.68367408236048,14.3574956611867,3332659124349515776,True,14.72104678632681,-0.3801245599134339,,
235169312,102.372862856882,9.237228558701847,3158277061221341696,False,,,,
712758832,83.97487744987909,-5.07098218682384,3209530383431106560,False,,,,
235295742,103.174457265597,11.2604933030079,3351279181966305280,True,10.069296291588852,2.342925462631587,,
427395859,83.8520356993189,-6.02956002279318,3017184808564584448,False,,,V* NS Ori,OrionV*
427393767,83.857179,-5.172999,0,False,,,,
11296968,84.85602396315298,-1.4113839574007698,3217425426672287232,True,12.62191544063256,-0.0839216385535201,2MASS J05392543-0124409,YSO
59463256,92.1052512706016,16.406961374654202,3349130530085488640,False,,,,
234155819,101.4415988959,2.49522126192488,3126438979755729408,False,,,,
158764834,87.46473419979118,2.6103170182584705,3316161497831006208,False,,,ATO J087.4647+02.6103,YSO
319854118,99.6056864653734,4.62026325430088,3130884378281224704,False,,,GSC 00155-02582,Star
293989812,84.51819829908358,17.0090867061703,3396654240136993792,True,14.790047518936554,0.0562322563420392,,
200478046,82.539715215862,9.915828960833847,3338129984969076224,False,,,,
235166381,102.362450802765,7.964096671996461,3133339652168393728,False,,,,
151354474,91.4771102030321,14.0519551163843,3345158338172389376,False,,,,
234881569,98.02715348637,4.798722901755821,3131324384791280128,False,,,V* V551 Mon,OrionV*
42236450,96.1338326815132,-4.36943573010199,3104519223319069696,False,,,UCAC4 429-015281,YSO_Candidate
264540967,81.65984392455509,2.36959888229592,3223825718216820224,False,,,,
427393770,83.856086,-5.173565,0,False,,,,
151354461,91.4755389662288,14.046512222867,3345158303812652032,False,,,,
427395821,83.7874895060411,-5.9714314247936,3017188381977374208,False,,,Haro 4-346,YSO
427374238,83.6883270802566,-5.179879116947308,3209525263830030336,False,,,V* XZ Ori,OrionV*
712837685,84.9381630602971,-2.08174002987649,3216541419323380736,False,,,,
276661407,84.31108532363491,-1.03070618893773,3217686526324624896,True,14.65697921510876,-0.0225374905039466,2MASS J05371465-0101504,YSO
156625843,90.86064196467268,10.4405427281115,3341821801419757568,False,,,,
415561259,91.726170931753,16.364016428192805,3349051124730724864,False,,,,
436159171,83.9267402761688,10.9433308725419,3339767054703698432,False,,,ATO J083.9267+10.9433,YSO
436100692,83.82298056788579,9.39518847140808,3337888332929166336,False,,,,
124191230,103.867774533498,-6.43130148688171,3100828025349175808,False,,,,
281418231,99.369083022461,2.7277172911926306,3127024061675599872,True,13.54267726219036,-0.0795409110980593,,
427377818,83.7037909687845,-0.6213027781383199,3217774723475860992,False,,,Haro 5-71,OrionV*
756529016,100.807599223487,-2.74794713523224,3106509579884959744,False,,,,
307375186,98.7543989760032,15.3190602771505,3356940051941574656,False,,,,
437936920,94.33626234883172,15.0595110820494,3344965236443376640,False,,,,
302762025,82.8522978384417,12.2030585913018,3340973562555821056,False,,,Haro 6-54,OrionV*
220250426,99.7670282267686,9.2705535426581,3326597070066299904,True,13.77514162925244,0.5730704222591224,ESO-HA  326,TTauri*
229204863,92.3736334237348,8.799896936743599,3328657206961872896,False,,,,
427396763,83.93146812566019,-5.094838983543728,3209529936754510336,True,12.68012172769402,0.4355438523809655,V* AO Ori,OrionV*
263476659,95.70889115134788,7.213993192282999,3324595061252948480,False,,,,
59718340,100.740047207151,15.2415649995743,3357536055963293184,False,,,,
229380716,98.70770158164288,7.0736527485652605,3133737748395716096,False,,,,
127193163,84.9273902117733,12.7792507695771,3341254483479940608,False,,,,
220339722,100.331401866833,10.297417927002,3326945615252122624,False,,,2MASS J06411953+1017507,EllipVar
427334429,83.48250799999998,-4.797142,3209599721380315136,False,,,V* SU Ori,OrionV*
436013701,83.71710053357991,10.9137291448382,3339807216941073920,True,10.52255552270306,1.0407158799154093,TYC  705-19-1,Star
427348883,83.59293111708209,-0.149503273990853,3220809104986613248,False,,,,
36357806,102.113172266538,-2.19427024997972,3106191099469284352,True,12.680408184086,-0.0127326721973597,BD-02  1771B,Star
771874465,106.347966011051,-35.90612709950549,5578429284986894336,False,,,,
89196419,89.73375640500382,13.8272791792844,3343865961037935104,True,11.438440467884304,1.0943108829001758,,
712758831,83.9753638603055,-5.07069137084227,3209530379132223488,True,12.268423618394744,0.214588552327625,,
36005213,101.59639830667,-0.718462014217987,3107384894220241920,True,13.72112154956986,-0.160613424772262,,
156353106,86.73793536911128,8.206985303056848,3335236998077972992,True,11.891949918001108,0.4071935484642369,2MASS J05465710+0812251,YSO
247917561,88.08498902290657,13.290416968223903,3346374879069768192,False,,,,
459991636,81.11181184015038,0.489180145795718,3221839313022714880,True,13.16140011181032,0.2742578837009757,,
207008026,97.382226,9.858684,3327280274809930752,False,,,,
282123660,89.2493303453703,4.91428349486253,3319967221108264960,False,,,,
156426209,87.07350699999998,6.231463,3321284058080324096,False,,,ATO J087.0734+06.2312,YSO
50723872,82.73772426261341,-4.21572562494495,3209883635900020224,False,,,V* V691 Ori,TTauri*
388935265,83.9927155027838,-6.6119819736379,3016927763360145408,False,,,V* OY Ori,OrionV*
11199550,84.5198931281647,-1.2885543540418,3217488820389606912,True,13.374170203230026,0.4293454477940269,Haro 5-80,YSO
247739259,87.13764588464548,14.0146157929352,3346707550053244416,False,,,,
52561694,98.96323480689242,-1.90752688743159,3118786829798400512,True,15.25350403504064,-0.5027445480968108,,
11295385,84.89371199999998,-3.296671,3215836151333543936,False,,,Kiso A-0976 353,YSO
436243101,84.13981981123898,6.94051026906772,3333216851618850816,True,14.029360609133253,-0.1945079171276175,,
30409565,74.5699832486553,-68.5374095284895,4661509464451527680,True,14.63485873565647,-0.6969859421760762,SV* HV  2250,EclBin
427393760,83.857731,-5.171421,0,False,,,,
234155865,101.435238407251,2.4805185032178,3126438807953460736,False,,,,
283304480,104.014094280877,0.0387623838863862,3113301980465162240,False,,,TYC  149-3339-1,Star
53589087,100.367299662371,-5.5141570966025295,3103587073676950528,True,14.437452742825483,-0.18295713843901,,
229282662,97.8901082769818,10.575367493791198,3327895284063003136,True,13.685769430195892,0.4434510927492967,,
52419351,83.9843122514177,12.249917161029696,3340755240779284992,True,13.193072098262869,0.6594873048609691,,
282123655,89.2514738541974,4.910403140240709,3319967182453306880,False,,,,
307464066,98.95444982912193,11.9893420538259,3352166620989512192,True,13.011391150184776,-0.5997053076775476,,
263677832,95.85538957669348,10.2513173690887,3330471886484767232,False,,,,
710320300,83.82451836259251,-5.70968850361451,3017246651795678720,False,,,,
50743115,82.8736704334746,0.0744893727550979,3220969461885885952,False,,,,
436716592,91.91075670309888,11.7486724639095,3342399079383358464,True,11.067912826371796,1.228046064156624,,
220339186,100.32187263203,9.908990729337118,3326740521973590528,True,12.764370031387012,0.8047062509384022,V* IQ Mon,TTauri*
120548140,102.234653642157,-6.06508921191149,3100349291113886208,False,,,V* DY Mon,EclBin
200515351,82.77680531501491,10.0454360763794,3338225775622947840,False,,,TYC  705-782-1,Star
4354619,81.5262549727438,-3.15277430752432,3210957171565181952,False,,,2MASS J05260630-0309098,YSO
710320301,83.82475976978179,-5.709321519388831,3017246656093604864,False,,,,
72880702,86.1411075809268,-1.3601824004347802,3218175877717002240,True,14.006873998758826,0.1787371360896049,2MASS J05443386-0121366,YSO
712974046,81.53967251502819,-2.1643538919880494,3220081640605583872,False,,,,
220216988,99.47383199455568,8.92942399629157,3326549584908028928,False,,,,
282268640,89.53565299999998,3.5587720000000003,3316675004120176128,False,,,Kiso A-0833   4,YSO
235119762,102.203229209063,7.485679944474249,3133215789609125376,False,,,,
119692935,101.01795659013,-6.3792190630913295,3100289711326256128,True,10.672682526733084,0.6461877464765489,TYC 4811-1629-1,Star
436013289,83.5163807973619,9.87006972235872,3337996046412945920,False,,,2MASS J05340393+0952122,YSO
389328984,85.77488455173018,-69.4906677467655,4657620251311698944,True,13.036580477391697,1.2452323340125222,OGLE LMC-CEP-3024,ClassicalCep
336885697,92.3033101474535,13.406201713290804,3344271650764494848,False,,,,
42465426,96.4712230987632,-2.84596536234618,3117338154509316608,False,,,,
250525567,94.46804448212092,-3.80128870598074,3020770384701714944,True,11.509360554005726,0.8109388273033998,,
140338339,89.94432786321148,8.41427545615138,3323423020516740096,True,13.247545158834347,0.3842279193790552,,
220338825,100.415601197144,9.674431588575311,3326698736235918336,False,,,V* OY Mon,TTauri*
251231964,95.5211239646438,-0.580852240146428,3118685090612653568,False,,,,
319733076,99.6358432313569,1.62877383698186,3126697197485971456,False,,,,
250569745,94.654025805995,-3.14814085982588,3117654745137604608,False,,,,
713485928,89.53568710705271,3.55862488085919,3316675008417170432,False,,,,
500312120,84.9282217868121,-2.9816128538691906,3216040003366436864,False,,,,
11289907,84.75977162803879,-1.34115859790268,3217473697810165760,False,,,,
220312309,100.095392855101,8.5978818198793,3134327155346200064,False,,,RX J0640.3+0835,RotV*
11286063,84.65288732829582,-2.73714723036006,3216108933296640512,True,14.427651137369963,0.0331340270456004,[BNM2013] 93.03    22,Low-Mass*
427397892,83.95988003123338,-3.63114819184515,3215906726237066240,False,,,HD 294252,Star
59281643,89.1724479247694,12.7465807990092,3343645994290061824,True,13.576076727885162,0.1786810243511525,,
427380747,83.8404770410793,-2.8316466977654886,3216839696212988416,False,,,Haro 5-3,YSO
282122347,89.21058842568529,3.770415624449511,3316731461467751936,False,,,UCAC4 469-013909,YSO
11289876,84.83458694416211,-1.30704665496509,3217474148781281792,True,14.331719524448488,0.1243310592072794,CVSO 1870,TTauri*
156244483,86.462487069624,10.0411135429317,3336319192397512192,False,,,V* V634 Ori,OrionV*
284158141,82.65062822273971,10.515061916744902,3338281610197395456,True,9.83136024394874,1.843226057986151,[DM99] 122,YSO
427396770,83.96927971648721,-5.08489595570613,3209530280351891968,True,9.568992416055378,1.0246387720328174,V* V815 Ori,OrionV*
220281998,99.8933409186433,9.914191669100418,3326908231857269248,False,,,V* QT Mon,SB*
50793534,83.38767877505698,-5.1987439514059295,3209443384571589632,True,14.207831173209392,0.1175441309111192,V* RZ Ori,OrionV*
715740353,87.433617084828,8.172935097729301,3335037264918024192,False,,,,
427352574,83.6059339388802,-4.94860409367216,3209549654948689408,False,,,V* IQ Ori,TTauri*
293846844,95.6527855382474,2.76180035382442,3124962438715304960,False,,,,
50623197,82.3473477026583,-4.515658303884409,3209778215925451776,False,,,Parenago   142,YSO
265451846,94.52950456042755,1.4078588581938505,3123632377540162560,False,,,,
231183981,100.875086055078,7.18962121670391,3133575948388322816,True,14.730828302453055,0.0063306457610554,,
427352571,83.607851222178,-4.940954145138259,3209550037201360896,False,,,V* IP Ori,TTauri*
176470161,86.9303201214939,-0.479663514124167,3218343308426289152,True,16.186543095976113,-2.323799834932413,,
427374471,83.7654681502659,-4.8480702365359285,3209575600846656000,False,,,V* BY Ori,OrionV*
388850913,83.6506046719375,-6.09297211177024,3017163539886560768,True,11.933133249551032,1.1020635049038618,V* XX Ori,TTauri*
712879002,84.3755032058638,-0.8147431421861678,3217709233817997824,False,,,,
53316795,100.026647745285,-0.26506093640999,3119426848644159488,False,,,,
302762301,82.93084073068479,12.5061083441328,3340999023121894912,False,,,Haro 6-55,OrionV*
281913279,88.5837091486797,1.71571254003719,3315809486607380992,True,11.219432826627305,0.5869816452537729,EM* LkHA  336,TTauri*
200640498,85.9253336493957,10.0390651597853,3336492915234886656,False,,,[DM99] 234,YSO
436013946,83.54650431638441,11.5519256683761,3340691297306740736,False,,,,
436013558,83.5350212479313,10.7680380759791,3339781588873170944,True,14.34914813265272,-0.3601538196355827,2MASS J05340840+1046050,YSO
220312333,100.095779222337,8.61095265975007,3326480796712136192,False,,,,
176469663,86.80872245781264,0.0043521727128689,3219144306943362560,False,,,EM* LkHA  312,YSO
59765846,100.913631909183,16.0149466554557,3357879103591286272,False,,,TYC 1330-1421-1,Star
307812684,99.28808983366,16.2551882618512,3358648688712356352,False,,,TYC 1329-305-1,Star
279984610,100.633305394064,-3.027734939862,3105746621893293056,False,,,,
427396648,83.9118479561138,-5.21165506691555,3017373718415827456,False,,,V* V426 Ori,OrionV*
159086665,88.5312068556792,4.60714793209908,3319852459581556736,False,,,2MASS J05540748+0436258,YSO
436248202,84.1229695875486,9.067409477396463,3334861995892958720,True,11.30424962764766,0.5313197874556367,UCAC4 496-013474,YSO
50620609,82.2757090179571,-3.08327578578346,3210783311289832448,False,,,ATO J082.2757-03.0832,YSO
284283995,85.96112141256359,9.20693126212706,3336156292877976064,True,13.766273690946242,0.4548274237670957,2MASS J05435067+0912250,YSO
282103859,102.945748492575,-2.45110789212579,3106014078097730560,True,13.960344532384934,0.1136488861832916,,
461701000,92.04370407471988,6.759631222955298,3322114601679728640,True,13.65737408481932,0.1314082697683987,,
97717180,90.313652251806,13.8161336471509,3343825386483400192,True,11.27328359229738,1.201154898468755,,
308167746,99.6749771339204,13.7070772271246,3355776901779440640,True,10.37933112331431,-2.208575575017648,HD 261168,Star
220281682,99.9227777846676,9.77211989759648,3326897438603701248,False,,,V* KV Mon,OrionV*
144667034,84.7883985709887,9.42502315835106,3336396604887956480,False,,,V* V506 Ori,YSO
427451232,84.06424583212748,-1.26579666590798,3217583206591543808,False,,,,
714586408,95.5336227789716,9.33580706926156,3325894997535981056,False,,,,
96659480,104.743302688271,-31.2615243394375,5607229755127318528,False,,,,
158733845,87.00446294669202,0.5751624828056611,3219592083052832768,False,,,EM* LkHA  320,TTauri*
102210192,89.01138163352459,7.711884990491629,3322995413573024256,True,15.88758048734127,-1.882525471662433,,
302671939,82.49023190526381,12.201946508324196,3340894088480934400,True,5.307287099931186,3.915664270000596,[DM99] 107,YSO
11197417,84.375162,-0.814463,3217709238111628800,True,14.016016635187295,-0.6262245245741476,CVSO 155,TTauri*
282351396,89.69706878926321,3.823819036976,3316688816735017984,False,,,,
235448565,104.025464020859,6.584011469818949,3129943127608893952,False,,,,
11291239,84.7462941515615,-2.78706868908267,3216060756648101888,False,,,Mayrit 707162,YSO
229206674,92.28240349637468,9.68732438363808,3329487857936088576,False,,,,
265898477,95.0392817091356,4.646459383746169,3317634435394640384,True,13.27159246116409,-0.2243672930447171,,
276662442,84.31404820393139,-2.51483921707106,3216129720938166272,True,11.067963464222592,1.04949680438567,2MASS J05371537-0230534,YSO
438309439,96.8418731703018,16.2352425929059,3369335121400197120,False,,,2MASS J06272204+1614069,Star
140444115,90.24924914773548,6.667885248693299,3321892981365718016,True,14.434970668886852,0.1405286608574809,,
229179236,91.30324986033548,10.2758884330458,3329794724760152576,False,,,,
438536371,101.085991167199,12.3339749048215,3352388211242819072,False,,,,
302671940,82.49309470130558,12.201316349883196,3340894019761457152,False,,,,
427374014,83.67027062826129,-5.37841867922744,3209518421946387968,True,10.02769824239375,1.214426900690072,V* IX Ori,OrionV*
72831107,85.8164780508838,-5.4943117352794815,3023074407020423168,True,11.832860594863288,0.7238830448534715,,
50625269,82.4117053867625,-1.32169009815562,3220244059089305088,True,13.119063933127936,0.6694120959626413,CVSO 1189,TTauri*
4289830,81.2310303447083,-2.88844295847396,3211024344853765120,False,,,CVSO 734,TTauri*
264461838,81.27357263381509,1.35278280580827,3222109174407199744,True,12.376907153040657,0.3898909509447013,CVSO 744,TTauri*
156187576,86.22004846831459,9.21812113451341,3336204155993987072,False,,,[DM99] 258,YSO
388935443,84.0277314855376,-6.2405466316059695,3017165670190319104,True,11.2749090987355,0.8956362894253026,V* AX Ori,OrionV*
91691714,88.67518104116438,12.4061064966591,3343246145715425280,False,,,,
168062541,101.374956498849,-1.01768521650041,3107346269572730880,True,12.525310891386196,1.1000335341610372,CoRoT 102782335,gammaDorV*
220338425,100.316638819538,9.435984496266528,3326685443313414144,False,,,V* V585 Mon,TTauri*
436008971,83.73650266784341,10.9141500029008,3339808625690892800,False,,,,
387612734,103.265449857633,16.6760627176795,3358158753203090432,False,,,,
427399795,83.97292580347661,-1.38457538099172,3217580217295012352,False,,,Kiso A-0904  41,SB*
388935444,84.028159,-6.239669999999999,3017165670190318592,True,14.22148834450256,0.0982923158349108,ESO-HA 1435,EmLine*
319733086,99.6632455773562,1.63150679836099,3126650399522305024,False,,,,
220314092,100.128567204074,9.57794008446134,3326703001139724288,True,10.521246070262132,1.9663491214401605,V* NT Mon,TTauri*
234155801,101.440736461981,2.50063817766024,3126438984051705344,False,,,,
759307632,101.833902540907,8.104230170647071,3134104469884047360,False,,,,
427395444,83.7868835816145,-5.5303366821244895,3017265279072422912,False,,,V* LM Ori,OrionV*
762940089,103.27516920943,16.8049059699261,3358168893624157696,False,,,,
385821437,95.3863545768518,13.0010669306483,3332231689202623488,True,12.776490276769648,0.3520546870546048,,
220323126,100.188182511291,9.479000585483732,3326689291604121088,False,,,EM* LkHA  364,TTauri*
11286372,84.6981069483477,-2.4533421318527795,3216492869013138944,True,14.125225647291318,0.0530674984130996,2MASS J05384755-0227120,YSO
72914762,86.37615254185249,-0.7409750812679151,3218241092500389888,False,,,EM* LkHA  294,YSO
50749771,83.10705001318651,-1.95312781153622,3217147490749190144,False,,,Kiso A-0903 229,TTauri*
11202039,84.5162275339716,-4.27857185621306,3215624048669349888,True,13.295603977107486,0.3915981932823827,V* V1143 Ori,OrionV*
220216974,99.4700613315538,8.93287109810463,3326550169023581184,False,,,,
80510785,87.36946878501698,6.052963371127699,3321077968370920448,False,,,,
427395742,83.8084982471113,-5.86918150596664,3017191646152505344,True,12.271229533176168,0.4552208502071349,V* BZ Ori,OrionV*
11296047,84.9493152536233,-2.5402628589016203,3216446547790307840,True,9.469307214833613,1.6110440994209585,2MASS J05394784-0232248,YSO
72880704,86.14223774989229,-1.3672224580111203,3218175877717002240,True,8.927203070337384,0.8770904807249975,2MASS J05443413-0122020,YSO_Candidate
715740354,87.43320539423142,8.17264381146796,3335037264918024192,False,,,,
